Nombre;Sexe;Annee;Prenoms;Nombre total cumule par annee
10;M;2004;Karl;10
6;M;2005;Angel;6
6;M;2004;Khalil;6
55;M;2005;Antonin;55
10;M;2004;Kyllian;10
6;F;2005;Aurélia;6
6;M;2004;Léni;6
23;M;2005;Aymeric;23
39;M;2004;Léonard;39
6;F;2005;Célina;6
22;F;2004;Lili;22
24;F;2005;Coline;24
26;M;2004;Matéo;26
6;F;2005;Coraline;6
142;M;2004;Mathis;142
42;M;2005;Daniel;42
6;F;2004;Nesrine;6
10;F;2005;Eléa;10
5;M;2004;Nour;5
10;F;2005;Elia;10
21;F;2004;Oriane;21
24;F;2005;Eloïse;24
36;F;2004;Roxane;36
77;F;2005;Emilie;77
8;F;2004;Roxanne;8
6;F;2005;Erine;6
124;M;2004;Sacha;124
10;M;2005;Gaétan;10
9;F;2004;Sibylle;9
9;M;2005;Gaspar;9
18;F;2004;Sirine;18
5;F;2005;Gloria;5
46;F;2004;Sophie;46
9;F;2005;Grâce;9
12;F;2004;Tara;12
7;M;2005;Jonah;7
6;M;2004;Térence;6
31;M;2005;Joshua;31
5;F;2004;Thalie;5
19;M;2005;Karl;19
34;M;2004;Théophile;34
25;M;2005;Killian;25
15;M;2004;Tony;15
6;M;2005;Lancelot;6
13;F;2004;Viviane;13
5;M;2005;Lazar;5
19;M;2004;Xavier;19
16;F;2005;Lena;16
56;M;2004;Yann;56
7;F;2005;Lévana;7
5;F;2005;Aïssé;5
5;F;2005;Lia;5
12;M;2005;Alexander;12
8;F;2005;Louison;13
32;M;2005;Ali;32
36;M;2005;Lucien;36
8;M;2005;Aloïs;8
5;M;2005;Ludovic;5
13;F;2005;Amel;13
20;F;2005;Maïssa;20
21;M;2005;Amir;21
9;F;2005;Maïwenn;9
30;M;2005;Anthony;30
5;F;2005;Mariana;5
5;F;2005;Aurelia;5
48;F;2005;Marion;48
15;F;2005;Bertille;15
11;F;2005;Marthe;11
6;M;2005;Blaise;6
19;M;2005;Matis;19
7;M;2005;Boris;7
26;M;2005;Matteo;26
39;F;2005;Céline;39
54;M;2005;Mattéo;54
6;M;2005;Cheick;6
5;M;2005;Mohammad;5
5;M;2005;Chris;5
6;F;2005;Nicole;6
7;M;2005;Christopher;7
6;M;2005;Nil;6
112;F;2005;Clémence;112
248;M;2005;Paul;248
5;M;2005;Corto;5
6;F;2005;Rim;6
10;F;2005;Dana;10
92;F;2005;Romane;92
5;M;2005;Donatien;5
9;F;2005;Safa;9
12;M;2005;Elio;12
7;F;2005;Shanna;7
5;M;2005;Elyès;5
86;M;2005;Simon;86
5;M;2005;Estéban;5
34;F;2005;Solène;34
20;F;2005;Eugénie;20
13;M;2005;Souleymane;13
5;M;2005;Fares;5
7;M;2005;Stan;7
6;F;2005;Flavie;6
7;M;2005;Swann;7
56;F;2005;Garance;56
17;F;2005;Tara;17
7;M;2005;Hélios;7
10;M;2005;Thibaud;10
5;M;2005;Ilyan;5
18;M;2005;Tiago;18
17;M;2005;Issa;17
61;F;2005;Violette;61
20;M;2005;Jérémie;20
5;M;2005;Yasser;5
7;F;2005;Joana;7
9;M;2005;Zachary;9
5;F;2005;Joanna;5
6;M;2006;Abdou;6
73;F;2005;Joséphine;73
23;M;2006;Adem;23
5;F;2005;Kadidiatou;5
9;M;2006;Alassane;9
5;F;2005;Katia;5
6;F;2006;Alba;6
8;F;2005;Lauren;8
5;M;2006;Alec;5
5;F;2005;Laurène;5
5;F;2006;Alessandra;5
18;M;2005;Laurent;18
29;F;2006;Alexia;29
20;F;2005;Lilia;20
6;M;2006;Alexy;6
9;F;2005;Linda;9
38;F;2006;Alicia;38
17;F;2005;Lison;17
14;M;2006;Allan;14
8;M;2005;Malek;8
10;M;2006;Anas;10
6;M;2005;Malik;6
6;F;2006;Anouck;6
6;M;2005;Marc-Antoine;6
5;F;2006;Arielle;5
22;M;2005;Mathys;22
8;F;2006;Asma;8
5;F;2005;Matilde;5
10;F;2006;Assa;10
25;M;2005;Matthias;25
20;M;2006;Ayoub;20
34;M;2005;Max;34
7;M;2006;Bilel;7
6;F;2005;Mélia;6
7;F;2006;Celia;7
11;F;2005;Mélina;11
17;M;2006;Christopher;17
10;F;2005;Mina;10
10;F;2006;Cléa;10
154;M;2005;Mohamed;154
17;F;2006;Clotilde;17
9;F;2005;Naïs;9
6;M;2006;Corto;6
12;F;2005;Natacha;12
5;M;2006;Dario;5
8;F;2005;Niouma;8
7;M;2006;Dominique;7
107;F;2005;Noémie;107
36;M;2006;Dorian;36
6;F;2005;Norah;6
29;F;2006;Ella;29
5;M;2005;Oskar;5
39;M;2006;Emmanuel;39
38;M;2005;Rémi;38
6;F;2006;Erin;6
43;M;2005;Robin;43
45;M;2006;Esteban;45
22;M;2005;Sébastien;22
22;F;2006;Estelle;22
6;F;2005;Shayna;6
6;M;2006;Ewan;6
10;F;2005;Sibylle;10
10;M;2006;Fares;10
7;F;2005;Toscane;7
78;F;2006;Héloïse;78
9;M;2005;Ugo;9
7;F;2006;Ilona;7
6;F;2005;Valentina;6
9;M;2006;Ismael;9
89;F;2005;Victoria;89
11;M;2006;Jeremy;11
5;M;2005;Waël;5
13;M;2006;Johan;13
9;M;2005;Yannick;9
7;M;2006;John;7
6;M;2006;Abdallah;6
23;M;2006;Jonas;23
6;M;2006;Aboubakar;6
7;M;2013;Arnaud;7
22;M;2006;Ahmed;22
5;F;2013;Asmaa;5
23;F;2006;Albane;23
8;F;2013;Ayah;8
5;M;2006;Amara;5
10;M;2013;Ayman;10
8;M;2006;Antony;8
21;M;2013;Balthazar;21
24;M;2006;Bastien;24
7;F;2013;Bella;7
9;M;2006;Baudouin;9
24;M;2013;Bilal;24
5;F;2006;Baya;5
7;M;2013;Bilel;7
7;F;2006;Bertille;7
11;F;2013;Candice;11
6;M;2006;Cameron;6
15;F;2013;Céline;15
35;M;2006;Camille;35
37;M;2013;Charlie;37
5;F;2006;Chloë;5
20;F;2013;Charline;20
5;M;2006;Cyrus;5
20;F;2013;Clarisse;20
5;F;2006;Délia;5
9;F;2013;Claudia;9
10;F;2006;Eglantine;10
9;F;2013;Clélia;9
12;F;2006;Éléonore;12
15;M;2013;Dimitri;15
5;F;2006;Eliza;5
34;M;2013;Eden;34
83;F;2006;Emilie;83
7;F;2013;Eléna;7
15;F;2006;Ethel;15
12;M;2013;Elijah;12
5;F;2006;Feriel;5
11;F;2013;Elissa;11
9;F;2006;Fleur;9
8;F;2013;Éloïse;8
48;F;2006;Garance;48
12;M;2013;Eric;12
18;M;2006;Gauthier;18
10;F;2013;Ethel;10
6;M;2006;Gautier;6
15;F;2013;Farah;15
9;F;2006;Helena;9
8;M;2013;Harouna;8
43;M;2006;Ibrahim;43
22;F;2013;Hawa;22
10;F;2006;Iman;10
95;F;2013;Héloïse;95
255;F;2006;Inès;255
6;M;2013;Igor;6
12;M;2006;Jordan;12
5;F;2013;Iman;5
113;M;2011;Yanis;113
26;M;2013;Jacques;26
13;F;2011;Yara;13
18;M;2013;Jayden;18
5;M;2011;Yoel;5
183;F;2013;Jeanne;183
11;M;2011;Youcef;11
21;M;2013;Johan;21
28;M;2011;Younes;28
34;M;2013;Kaïs;34
11;M;2011;Zadig;11
10;F;2013;Lea;10
9;M;2012;Abderrahmane;9
50;F;2013;Lily;50
24;M;2012;Adel;24
65;F;2013;Lisa;65
5;M;2012;Aden;5
5;F;2013;Lyla;5
47;M;2012;Ahmed;47
14;M;2013;Mael;14
6;M;2012;Alessandro;6
5;F;2013;Maimouna;5
24;F;2012;Aliénor;24
9;M;2013;Malek;9
5;M;2012;Alpha;5
7;F;2013;Malia;7
6;F;2012;Assil;6
6;F;2013;Marjane;6
14;F;2012;Audrey;14
7;M;2013;Matéo;7
5;F;2012;Ayem;5
31;M;2013;Mathéo;31
16;M;2012;Ayman;16
7;F;2013;May;7
5;M;2012;Basil;5
12;M;2013;Melvil;12
17;F;2012;Cassandre;17
5;F;2013;Meryl;5
6;F;2012;Cécilia;6
15;M;2013;Mohammed;15
92;F;2012;Clémence;92
29;M;2013;Nael;29
14;F;2012;Colombe;14
27;F;2013;Naomi;27
6;M;2012;Daouda;6
6;M;2013;Noha;6
19;F;2012;Eléa;19
5;F;2013;Olga;5
16;M;2012;Eloi;16
108;M;2013;Rayan;108
57;F;2012;Emilie;57
8;F;2013;Sakina;8
6;M;2012;Felix;6
11;F;2013;Shirel;11
44;F;2012;Garance;44
31;M;2013;Thibault;31
12;M;2012;Gauthier;12
155;M;2013;Thomas;155
7;F;2012;Halima;7
74;M;2013;Timothée;74
16;F;2012;Hanaé;16
8;F;2013;Tina;8
9;F;2012;Ilyana;9
7;M;2013;Yoann;7
10;F;2012;Imen;10
5;M;2013;Youness;5
5;F;2012;Imene;5
31;M;2014;Adem;31
25;M;2012;Jacques;25
60;F;2014;Agathe;60
5;M;2012;Jassem;5
5;F;2014;Aissatou;5
36;M;2012;Joachim;36
8;F;2014;Alina;8
5;M;2012;Joris;5
6;M;2014;Aliou;6
51;M;2012;Joshua;51
10;M;2014;Alphonse;10
37;F;2012;Julie;37
7;F;2014;Alyssa;7
9;F;2012;Kadiatou;9
10;F;2014;Ania;10
10;M;2012;Kévin;10
7;M;2014;Archibald;7
56;M;2012;Léonard;56
32;M;2014;Arsène;32
7;F;2012;Lia;7
5;M;2014;Barnabé;5
10;F;2012;Lilas;10
5;M;2014;Benoît;5
11;M;2012;Lilian;11
87;M;2014;Camille;87
20;F;2012;Lison;20
166;F;2014;Camille;253
32;M;2012;Luca;32
6;F;2014;Charlène;6
16;F;2012;Malak;16
87;M;2014;Charles;87
6;F;2012;Marjane;6
10;M;2014;Christian;10
8;M;2012;Marvin;8
5;F;2014;Cyrielle;5
8;F;2012;Mélodie;8
5;F;2014;Delphine;5
6;M;2012;Mikail;6
12;F;2014;Dounia;12
28;M;2012;Moussa;28
55;M;2014;Edgar;55
6;F;2012;Nathalie;6
8;F;2014;Élina;8
6;F;2012;Nayla;6
161;F;2014;Emma;161
13;F;2012;Nélia;13
21;F;2014;Fatima;21
8;F;2012;Nine;8
11;F;2014;Fatou;11
20;M;2012;Olivier;20
9;F;2014;Gaïa;9
106;M;2012;Oscar;106
6;F;2014;Hania;6
7;F;2012;Patricia;7
7;M;2014;Jacob;7
77;F;2012;Pauline;77
24;F;2014;Jana;24
5;M;2012;Pol;5
11;F;2014;Janna;11
13;M;2012;Robinson;13
81;M;2014;Jean;81
15;M;2012;Sasha;15
144;F;2014;Juliette;144
5;F;2012;Tasnime;5
9;F;2014;Kelly;9
5;F;2012;Théa;5
21;F;2014;Lara;21
16;M;2013;Adama;16
9;F;2014;Layana;9
5;F;2013;Aglaé;5
12;F;2014;Leonor;12
6;M;2013;Aimé;6
5;M;2014;Lohan;5
6;F;2013;Alaa;6
6;M;2014;Loris;6
219;M;2013;Alexandre;219
12;F;2014;Louna;12
15;M;2013;Amadou;15
5;F;2014;Maéva;5
38;M;2013;Andrea;38
29;M;2014;Marc;29
8;M;2013;Andreas;8
6;F;2014;Marthe;6
5;F;2013;Anne;5
10;M;2014;Marwan;10
8;F;2019;Basma;8
30;M;2014;Max;30
8;F;2019;Miral;8
174;M;2014;Maxime;174
8;F;2019;Swann;8
10;F;2014;Maxime;184
7;M;2019;George;7
6;F;2014;Mélie;6
7;F;2019;Éline;7
6;M;2014;Mickaël;6
6;M;2019;Alessio;6
6;F;2014;Nadia;6
5;M;2019;Adonis;5
25;F;2014;Naomi;25
5;M;2019;Artur;5
17;F;2014;Neyla;17
5;F;2019;Ayleen;5
23;M;2014;Nino;23
5;F;2019;Aylin;5
6;F;2014;Philippa;6
5;F;2019;Erika;5
61;F;2014;Romy;61
5;F;2019;Hope;5
9;M;2014;Selyan;9
5;F;2019;Ilina;5
9;F;2014;Sienna;9
5;F;2019;Keren;5
35;F;2014;Sophia;35
5;F;2014;Swann;13
34;M;2014;Tiago;34
16;F;2014;Valentina;16
10;M;2014;Wael;10
8;F;2014;Yaël;8
8;M;2014;Yahya;8
7;M;2014;Yazid;7
8;M;2014;Yoann;8
6;M;2015;Alan;6
22;M;2015;Amadou;22
9;M;2015;Archibald;9
41;F;2015;Assia;41
20;M;2015;Aurèle;20
81;F;2015;Ava;81
5;M;2015;Barthélemy;5
6;M;2015;Blaise;6
9;F;2015;Camila;9
16;F;2015;Carmen;16
5;F;2015;Cassiopée;5
133;F;2015;Charlotte;133
6;M;2015;Charly;6
6;F;2015;Christine;6
23;F;2015;Clémentine;23
59;F;2015;Diane;59
9;F;2015;Domitille;9
30;F;2015;Élisa;30
5;F;2015;Émie;5
5;M;2015;Eneko;5
27;M;2015;Esteban;27
5;M;2015;Fahd;5
10;F;2015;Fanny;10
11;F;2015;Flora;11
12;F;2015;Gaïa;12
6;M;2015;Gautier;6
5;M;2015;Idrissa;5
6;M;2015;Ilias;6
5;F;2015;Ilina;5
5;F;2015;Iman;5
6;M;2015;Islam;6
7;M;2015;Issam;7
205;M;2015;Jules;205
98;F;2015;Julia;98
15;M;2015;Kenzo;15
22;F;2015;Khadija;22
14;F;2015;Léane;14
8;F;2015;Léopoldine;8
7;F;2015;Leya;7
6;F;2015;Linda;6
12;F;2015;Lucy;12
38;F;2015;Luna;38
9;F;2015;Lyana;9
63;F;2015;Madeleine;63
10;F;2015;Maelys;10
11;F;2015;Maïmouna;11
37;M;2015;Marcel;37
99;F;2015;Margaux;99
15;F;2015;Marguerite;15
30;M;2015;Marin;30
7;M;2015;Mario;7
65;M;2015;Marius;65
9;F;2015;Marwa;9
17;F;2015;Mina;17
6;M;2015;Mohamed-Amine;6
5;M;2015;Mohammad;5
14;F;2015;Naïla;14
10;F;2015;Nayla;10
34;M;2015;Octave;34
6;M;2015;Pietro;6
6;F;2015;Rim;6
12;F;2015;Tali;12
17;F;2015;Talia;17
5;M;2015;Tidiane;5
92;M;2015;Timothée;92
14;M;2015;Titouan;14
5;F;2015;Wendy;5
6;F;2015;Zina;6
9;F;2016;Abigail;9
7;F;2016;Albertine;7
6;M;2016;Alec;6
208;F;2016;Alice;208
19;F;2016;Aliyah;19
5;F;2016;Alycia;5
42;M;2016;Amine;42
12;F;2016;Aria;12
15;M;2016;Aurèle;15
5;M;2016;Aymeric;5
5;F;2016;Calie;5
60;F;2016;Capucine;60
9;F;2016;Carla;9
26;F;2016;Chiara;26
6;F;2016;Clélia;6
17;F;2016;Cléo;17
6;M;2016;Cyrus;6
15;M;2016;Dimitri;15
5;F;2016;Djenna;5
12;M;2016;Dorian;12
13;F;2016;Ethel;13
5;M;2016;Étienne;5
16;F;2016;Flora;16
17;M;2016;Gaston;17
66;M;2016;Gustave;66
10;F;2016;Hafsa;10
9;M;2016;Idrissa;9
6;F;2016;Iliana;6
17;M;2016;Ilyas;17
23;M;2016;Jacques;23
23;M;2016;Jonas;23
30;F;2016;Khadija;30
14;M;2016;Lazare;14
138;M;2016;Léon;138
8;F;2016;Leonor;8
28;F;2016;Lilia;28
59;F;2016;Lisa;59
24;F;2016;Livia;24
5;F;2016;Liyah;5
7;F;2016;Lucille;7
5;F;2016;Maéva;5
30;M;2016;Marcus;30
89;F;2016;Margaux;89
14;M;2016;Maximilien;14
7;M;2016;Michael;7
49;M;2016;Milo;49
5;F;2016;Natacha;5
56;M;2016;Octave;56
13;M;2016;Owen;13
10;F;2016;Paola;10
8;F;2016;Rym;8
5;M;2016;Sahel;5
21;F;2016;Salma;21
14;M;2016;Sekou;14
9;M;2016;Seydina;9
16;M;2016;Sohan;16
8;F;2016;Solène;8
7;F;2016;Telma;7
6;M;2016;Terence;6
27;F;2016;Thelma;27
76;F;2016;Valentine;76
5;M;2016;Valérian;5
11;M;2016;Walid;11
5;M;2017;Abderrahmane;5
6;F;2017;Aby;6
9;F;2017;Aïsha;9
5;F;2017;Albertine;5
13;F;2017;Aline;13
12;F;2017;Amalia;12
27;M;2017;Amaury;27
53;F;2017;Ambre;53
80;M;2017;Amir;80
7;M;2017;Andreas;7
251;M;2017;Arthur;251
6;F;2017;Avital;6
13;M;2017;Bakary;13
9;F;2017;Bertille;9
6;F;2017;Éléa;6
52;F;2017;Elena;52
9;F;2017;Elly;9
9;M;2017;Éloi;9
34;M;2017;Emmanuel;34
18;F;2017;Emmanuelle;18
22;F;2017;Emy;22
11;F;2017;Evy;11
20;M;2017;Ezra;20
8;M;2017;Filip;8
30;F;2017;Hawa;30
8;M;2017;Isaiah;8
31;F;2017;Isaure;31
96;M;2017;Ismaël;96
28;M;2017;James;28
48;M;2017;Joshua;48
5;F;2017;Jude;5
74;F;2017;Julia;74
6;F;2017;Layana;6
14;F;2017;Léane;14
118;M;2017;Léon;118
47;M;2017;Léopold;47
10;M;2017;Luis;10
21;M;2017;Lyam;21
6;F;2017;Maelys;6
8;M;2017;Marco;8
121;M;2017;Martin;121
23;M;2017;Mathéo;23
8;M;2017;Matis;8
7;M;2017;Mattéo;7
7;M;2017;Matthew;7
12;F;2017;Maylis;12
6;F;2017;Méline;6
37;M;2017;Milo;37
15;M;2017;Mouhamed;15
5;F;2017;Nadine;5
16;M;2017;Nahil;16
21;F;2017;Nélia;21
7;F;2017;Nélya;7
91;M;2017;Noé;91
60;F;2017;Noémie;60
17;F;2017;Noor;17
14;M;2017;Olivier;14
41;F;2017;Pia;41
19;M;2017;Romain;19
13;F;2017;Sienna;13
14;F;2017;Soumaya;14
8;F;2017;Suzie;8
7;F;2017;Tahel;7
25;M;2017;Yassine;25
132;F;2018;Adèle;132
70;M;2018;Adrien;70
5;M;2018;Alioune;5
28;M;2018;Ambroise;28
66;F;2018;Anaïs;66
32;M;2018;Antonin;32
44;M;2018;Ayden;44
29;F;2018;Blanche;29
93;M;2018;Camille;93
39;M;2018;César;39
47;M;2018;Daniel;47
5;M;2018;Demba;5
6;F;2018;Eleanor;6
13;M;2018;Eliot;13
90;F;2018;Ella;90
24;F;2018;Ellie;24
11;M;2018;Emile;11
8;M;2018;Erwan;8
6;M;2018;Erwann;6
9;F;2018;Farah;9
60;M;2018;Gustave;60
93;M;2018;Ibrahim;93
117;F;2018;Iris;117
8;M;2018;Isaiah;8
22;M;2018;Ismael;22
38;F;2018;Jana;38
31;M;2018;Joshua;31
100;F;2018;Julia;100
5;F;2018;Kahina;5
37;M;2018;Kaïs;37
17;M;2018;Kamil;17
7;F;2018;Khadidiatou;7
35;M;2018;Kylian;35
20;F;2018;Lara;20
20;F;2018;Léana;20
25;M;2018;Leo;25
9;M;2018;Levi;9
55;F;2018;Lisa;55
67;M;2018;Lucien;67
16;F;2018;Mahault;16
25;F;2018;Maïa;25
5;F;2018;Maimouna;5
83;M;2018;Mathis;83
21;F;2018;Mina;21
16;M;2018;Muhammad;16
5;F;2018;Naïs;5
18;F;2018;Nélia;18
15;F;2018;Neyla;15
7;F;2018;Ombeline;7
5;F;2018;Samira;5
5;F;2018;Scarlett;5
7;M;2018;Siméon;7
13;M;2018;Soren;13
28;F;2018;Stella;28
7;F;2018;Thalia;7
5;M;2018;Vassily;5
5;F;2018;Zeynab;5
371;M;2019;Gabriel;371
180;F;2019;Emma;180
128;M;2019;Antoine;128
71;M;2019;Théo;71
44;F;2019;Luna;44
41;F;2019;Maryam;41
37;F;2019;Hawa;37
32;M;2019;Jonas;32
30;F;2019;Joy;30
25;F;2019;Khadija;25
21;F;2019;Paloma;21
20;F;2019;Bérénice;20
20;F;2019;Théa;20
19;M;2019;Ilyas;19
19;M;2019;Ousmane;19
18;M;2019;Abdoul;18
18;M;2019;Nassim;18
17;F;2019;Angèle;17
17;F;2019;Assya;17
16;M;2019;Kassim;16
16;M;2019;Timothé;16
16;F;2019;Adélaïde;16
16;F;2019;Amélie;16
16;F;2019;Naïla;16
15;M;2019;Saul;15
15;F;2019;Athénaïs;15
15;F;2019;Nayla;15
14;M;2019;Aydan;14
14;M;2019;Ferdinand;14
13;M;2019;Elyas;13
13;M;2019;Muhammad;13
12;M;2019;Alix;12
12;M;2019;Zakarya;12
10;M;2019;Ayan;10
10;M;2019;Yahya;10
10;F;2019;Athéna;10
10;F;2019;Elina;10
9;M;2019;Bryan;9
9;M;2019;Malone;9
9;M;2019;Matisse;9
9;M;2019;Mory;9
9;F;2019;Hafsa;9
9;F;2019;Inna;9
9;F;2019;Maïwenn;9
9;F;2019;Rim;9
9;F;2019;Zoey;9
15;M;2011;Yohan;15
7;F;2011;Ysée;7
14;M;2012;Abdoulaye;14
31;F;2012;Aïcha;31
10;M;2012;Alexander;10
32;F;2012;Alma;32
6;M;2012;Alphonse;6
13;F;2012;Alyssa;13
35;M;2012;Amaury;35
24;F;2012;Amélie;24
7;M;2012;Ange;7
83;F;2012;Apolline;83
17;M;2012;Ariel;17
30;M;2012;Arsène;30
6;M;2012;Ben;6
5;F;2012;Camelia;5
8;F;2012;Cyrielle;8
10;F;2012;Dalia;10
45;F;2012;Eléonore;45
12;F;2012;Eline;12
11;F;2012;Elissa;11
43;F;2012;Eloïse;43
7;F;2012;Emily;7
11;F;2012;Éva;11
59;M;2012;Evan;59
8;M;2012;Ewan;8
17;F;2012;Fatou;17
8;M;2012;Gary;8
24;M;2012;Georges;24
5;F;2012;Habiba;5
52;M;2012;Hadrien;52
23;M;2012;Hamza;23
13;F;2012;Hana;13
10;M;2012;Henry;10
5;M;2012;Iwan;5
15;M;2012;James;15
6;M;2012;Jayson;6
9;M;2012;Jim;9
120;M;2012;Joseph;120
12;M;2012;Khalil;12
7;M;2012;Kilian;7
5;F;2012;Laëtitia;5
11;F;2012;Lucia;11
65;M;2012;Lucien;65
25;M;2012;Luka;25
9;F;2012;Maelle;9
6;F;2012;Maïly;6
10;F;2012;Marthe;10
17;M;2012;Mateo;17
102;F;2012;Mathilde;102
9;M;2012;Mayeul;9
46;F;2012;Mia;46
61;F;2012;Noémie;61
5;M;2012;Oliver;5
9;F;2012;Oriane;9
31;F;2012;Paloma;31
45;F;2012;Romy;45
108;F;2012;Rose;108
7;F;2012;Sandra;7
32;F;2012;Selma;32
78;F;2012;Sofia;78
50;F;2012;Sophie;50
6;M;2012;Sylvain;6
5;F;2012;Tesnime;5
21;F;2012;Tess;21
81;M;2012;Valentin;81
35;M;2012;Wassim;35
9;F;2012;Wendy;9
10;F;2012;Yasmina;10
5;M;2012;Yossef;5
5;M;2012;Ziyad;5
14;M;2013;Adel;14
103;F;2013;Adèle;103
5;F;2013;Alycia;5
14;F;2013;Andréa;19
8;M;2013;Anes;8
13;F;2013;Ania;13
128;F;2013;Anna;128
8;F;2019;Louane;8
8;F;2019;Lynn;8
8;F;2019;Martha;8
8;F;2019;Zeynab;8
7;M;2019;Aden;7
7;M;2019;Nelson;7
7;F;2019;Selena;7
7;F;2019;Sonia;7
6;M;2019;Ron;6
6;M;2019;Sidy;6
6;F;2019;Calypso;6
6;F;2019;Evy;6
6;F;2019;Ivana;6
6;F;2019;Johanna;6
6;F;2019;Kadidia;6
6;F;2019;Lyanna;6
6;F;2019;Malak;6
6;F;2019;Myla;6
5;M;2019;Billy;5
5;M;2019;Kaïss;5
5;M;2019;Lewis;5
5;M;2019;Marley;5
5;M;2019;Silas;5
5;M;2019;Solan;5
5;M;2019;Ziad;5
5;F;2019;Anita;5
5;F;2019;Audrey;5
5;F;2019;Chana;5
5;F;2019;Élina;5
5;F;2019;Gaëlle;5
5;F;2019;Joey;5
5;F;2019;Luisa;5
5;F;2019;Maylis;5
82;F;2013;Apolline;82
21;F;2013;Asma;21
5;F;2013;Assil;5
18;M;2013;Bastien;18
14;F;2013;Bianca;14
7;M;2013;Bradley;7
187;F;2013;Camille;258
12;F;2013;Castille;12
13;M;2013;Célestin;13
12;F;2013;Cléo;12
5;M;2013;Cyprien;5
6;F;2013;Dalia;6
16;M;2013;Damien;16
5;F;2013;Dania;5
45;F;2013;Daphné;45
22;F;2013;Dina;22
66;F;2013;Elisa;66
11;F;2013;Emily;11
35;F;2013;Eugénie;35
5;M;2013;Ezio;5
9;F;2013;Gabriella;9
7;F;2013;Grâce;7
15;M;2013;Haroun;15
31;M;2013;Issa;31
6;M;2013;Jeremy;6
8;F;2013;Joanne;8
5;F;2013;Karen;5
6;M;2013;Kelyan;6
6;M;2013;Khalil;6
13;F;2013;Leïla;13
9;F;2013;Line;9
17;M;2013;Lorenzo;17
11;M;2013;Lyam;11
6;F;2013;Maé;12
11;F;2013;Maeva;11
16;F;2013;Malak;16
18;M;2013;Marcus;18
20;M;2013;Maximilien;20
8;F;2013;Maxine;8
6;M;2013;Merlin;6
5;M;2013;Michel;5
57;M;2013;Naël;57
11;F;2013;Naëlle;11
151;M;2013;Nathan;151
101;M;2013;Noé;101
6;M;2013;Nolann;6
22;M;2013;Pablo;22
22;F;2013;Paloma;22
26;M;2013;Rafael;26
280;M;2013;Raphaël;280
17;F;2013;Rosalie;17
7;M;2013;Salomon;7
19;M;2013;Sandro;19
202;F;2013;Sarah;202
7;F;2013;Simone;7
9;M;2013;Skander;9
8;M;2013;Tao;8
23;F;2013;Tess;23
7;F;2013;Thalia;7
5;M;2013;Tilio;5
5;M;2013;Tyron;5
79;F;2013;Victoria;79
7;F;2014;Abigaïl;7
8;M;2014;Aboubakar;8
13;F;2014;Amandine;13
10;M;2014;Amin;10
12;M;2014;Andréa;12
11;M;2014;Anthony;11
255;M;2014;Arthur;255
5;F;2014;Arwen;5
8;F;2014;Ashley;8
17;F;2014;Asma;17
33;F;2014;Assia;33
19;M;2014;Aymen;19
71;M;2014;Benjamin;71
8;F;2014;Bertille;8
64;F;2014;Capucine;64
9;M;2014;Carl;9
16;F;2014;Cassandre;16
6;F;2014;Dahlia;6
5;F;2014;Dalya;5
5;M;2014;Demba;5
29;F;2014;Élise;29
88;F;2014;Elsa;88
24;M;2014;Elyas;24
5;F;2014;Erin;5
13;F;2014;Ethel;13
7;M;2014;Ewen;7
7;M;2014;Hélio;7
6;F;2014;Hind;6
24;M;2014;Hippolyte;24
27;F;2014;Hortense;27
170;M;2014;Hugo;170
15;M;2014;Ilyan;15
7;M;2014;Jeremy;7
7;F;2014;Jessica;7
6;F;2014;Jill;6
10;M;2014;Joan;10
7;M;2014;Josh;7
5;M;2014;Kenny;5
5;M;2014;Laurent;5
7;F;2014;Layla;7
7;M;2014;Léandro;7
6;F;2014;Leïa;6
5;M;2014;Leny;5
133;M;2014;Léo;133
21;F;2014;Léonore;21
38;F;2014;Liv;38
6;F;2014;Liza;6
173;M;2014;Lucas;173
5;M;2014;Lyham;5
8;M;2014;Mady;8
12;F;2014;Marianne;12
74;F;2014;Marie;74
63;M;2014;Marius;63
28;F;2014;Mélina;28
5;M;2014;Michael;5
5;M;2014;Muhammad;5
6;M;2014;Muhammed;6
5;F;2014;Nahia;5
5;M;2014;Namory;5
6;M;2014;Nathaniel;6
15;M;2014;Neil;15
47;M;2014;Noam;47
33;F;2014;Nora;33
31;F;2014;Océane;31
6;F;2014;Ombeline;6
5;F;2014;Oriane;5
6;M;2014;Paolo;6
7;M;2014;Pape;7
9;M;2014;Pharell;9
20;F;2014;Philippine;20
14;F;2014;Rania;14
5;F;2014;Rim;5
11;F;2014;Safa;11
24;F;2014;Salma;24
5;F;2014;Sanaa;5
5;M;2014;Sidi;5
5;F;2014;Sokhna;5
25;F;2014;Soline;25
6;F;2014;Solveig;6
5;M;2014;Tim;5
41;M;2014;Vadim;41
102;F;2014;Victoria;102
7;M;2014;Waël;7
12;F;2014;Yousra;12
12;M;2014;Zachary;12
156;F;2015;Adèle;156
27;M;2015;Adem;27
6;M;2015;Aiden;6
60;F;2015;Alicia;60
29;F;2015;Alya;29
26;F;2015;Ana;26
45;F;2015;Anouk;45
38;M;2015;Antonin;38
33;M;2015;Armand;33
20;F;2015;Axelle;20
7;F;2015;Bella;7
8;M;2015;Benoît;8
6;M;2015;Boubou;6
26;F;2015;Claire;26
15;M;2015;Colin;15
6;M;2015;Darius;6
